what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350364510791
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364513817
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364518261
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1350364518470
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1350364518692
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1350364518733
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364552435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364554188
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1350364555757
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1350364568814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1350364574215
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1350364578440
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364579427
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1350364579456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1350364579646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364581964
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364587528
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364588496
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1350364590312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364605115
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364606288
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1350364608204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364626806
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1350364627741
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350364637543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1350364639914
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1350364642467
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1350364644426
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1350364648467
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.stop",1350364648557
