what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1354101184112
java.vendor,sysinfo,,,"Oracle Corporation",1354101184112
java.version,sysinfo,,,"1.7.0",1354101184112
java.vm.info,sysinfo,,,"mixed mode",1354101184112
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354101184122
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354101184122
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1354101184122
java.vm.specification.version,sysinfo,,,"1.7",1354101184122
java.vm.vendor,sysinfo,,,"Oracle Corporation",1354101184122
java.vm.version,sysinfo,,,"21.0-b17",1354101184122
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1354101185170
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1354101185952
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1354101188614
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1354101188614
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1354101189011
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1354101189015
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1354101189016
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1354101189136
started,bundle,org.eclipse.jst.jsf.common,1.2.0.v20100604,"org.eclipse.jst.jsf.common",1354101189147
started,bundle,org.eclipse.jst.jsf.core,1.3.0.v20100602,"org.eclipse.jst.jsf.core",1354101189154
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1354101190810
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1354101191112
